timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,IdleTime,Connect
1677342096823,11339,HTTP Request,201,Created,Reqres_Swagger 1-74,text,true,,707,259,414,414,https://reqres.in/api/users/register,,11339,0,8920
1677342096842,11951,HTTP Request,201,Created,Reqres_Swagger 1-75,text,true,,713,259,413,413,https://reqres.in/api/users/register,,11951,0,9339
1677342096862,12351,HTTP Request,201,Created,Reqres_Swagger 1-76,text,true,,716,259,412,412,https://reqres.in/api/users/register,,12351,0,9545
1677342096902,13483,HTTP Request,201,Created,Reqres_Swagger 1-78,text,true,,706,259,411,411,https://reqres.in/api/users/register,,13483,0,9816
1677342096882,13518,HTTP Request,201,Created,Reqres_Swagger 1-77,text,true,,711,259,410,410,https://reqres.in/api/users/register,,13518,0,9836
1677342096922,13486,HTTP Request,201,Created,Reqres_Swagger 1-79,text,true,,707,259,409,409,https://reqres.in/api/users/register,,13486,0,9795
1677342103833,7084,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-424,text,false,,2685,0,408,408,https://reqres.in/api/users/register,,0,0,7084
1677342103853,7066,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-425,text,false,,2685,0,407,407,https://reqres.in/api/users/register,,0,0,7066
1677342103813,7109,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-423,text,false,,2685,0,406,406,https://reqres.in/api/users/register,,0,0,7109
1677342103893,7045,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-427,text,false,,2685,0,405,405,https://reqres.in/api/users/register,,0,0,7045
1677342104011,7032,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-433,text,false,,2685,0,404,404,https://reqres.in/api/users/register,,0,0,7032
